0
//Index   Year   Month   Day   DoW   Hour   Minute   Second
0         *      *       *     *     0      54        0
1         *      *       *     *     0      58        0
2         *      *       *     *     1      02        0
3         2020   11       30    *     1      06        0
4         *      *       *     *     1      10        0
end

1
// CoinType 1: WC, 2:WP, 3:GP
//Index   CoinType     BidAmount     MaxidleTime(min)     MaxTime(min)
0         1            100           1                    60
1         1            100           3                    3
2         1            100           3                    3
3         1            100           3                    3
4         1            100           3                    3
end

2
//Index Section   Type    Level   Dur   Skill   Luck   Option   ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5 Time
//Max 10 items per Auction
0 	8         1      15       0     0       1      7        63	6	0	0	255	255	255	255	255	0
0 	13        80      0       0     0       0      0        0	0	0	0	255	255	255	255	255	0
0 	13        1      0       0     0       0      0        0	0	0	0	255	255	255	255	255	0
0 	13        1      0       0     0       0      0        0	0	0	0	255	255	255	255	255	0
0 	13        1      0       0     0       0      0        0	0	0	0	255	255	255	255	255	0
0 	13        1      0       0     0       0      0        0	0	0	0	255	255	255	255	255	0
0 	13        1      0       0     0       0      0        0	0	0	0	255	255	255	255	255	0
0 	13        1      0       0     0       0      0        0	0	0	0	255	255	255	255	255	0
0 	13        1      0       0     0       0      0        0	0	0	0	255	255	255	255	255	0
1 	13        2      0       0     0       0      0        0	0	0	0	255	255	255	255	255	0
2 	13        3      0       0     0       0      0        0	0	0	0	255	255	255	255	255	0
3 	13        4      0       0     0       0      0        0	0	0	0	255	255	255	255	255	0
4 	13        0      0       0     0       0      0        0	0	0	0	255	255	255	255	255	0
end
