//ItemIndex   EffectIndex   EffectValue   EffectLevel   ColorR   ColorG   ColorB   ColorSize   ColorMain   ColorSide
6856        32002         22            0              0.11     0.27     0.88       1.0         0.0         0.0
6856        32002         37            0              0.11     0.27     0.88       1.0         0.0         0.0
//6857        32002         22            0              0.11     0.27     0.88       0.5         0.0         0.0
//6857        32002         37            0              0.11     0.27     0.88       0.5         0.0         0.0

349	32003	1		10	0.80	0.00	0.00	0.25		0.0		0.0
349	32003	1		10	0.80	0.58	0.12	0.25		0.0		0.0
349	32003	2		10	0.80	0.00	0.00	0.25		0.0		0.0
349	32003	2		10	0.80	0.58	0.12	0.25		0.0		0.0

349	32003	3		10	0.80	0.00	0.00	0.13		0.0		0.0
349	32003	3		10	0.80	0.58	0.12	0.13		0.0		0.0
349	32003	4		10	0.80	0.00	0.00	0.13		0.0		0.0
349	32003	4		10	0.80	0.58	0.12	0.13		0.0		0.0
349	32003	5		10	0.80	0.00	0.00	0.13		0.0		0.0
349	32003	5		10	0.80	0.58	0.12	0.13		0.0		0.0
349	32003	6		10	0.80	0.00	0.00	0.13		0.0		0.0
349	32003	6		10	0.80	0.58	0.12	0.13		0.0		0.0
end
